Month,Sale
2016-5,0
2016-6,0
2016-7,0
2016-8,0
2016-9,0
2016-10,0
2016-11,2
2016-12,0
2017-1,0
2017-2,0
2017-3,0
2017-4,0
2017-5,2
2017-6,0
2017-7,0
2017-8,0
2017-9,0
2017-10,0
2017-11,1
2017-12,8
2018-1,0
2018-2,0
2018-3,0
2018-4,0
2018-5,0
2018-6,0
2018-7,0
2018-8,0
2018-9,2
2018-10,0
2018-11,5
2018-12,2
2019-1,2
2019-2,2
2019-3,0
2019-4,0
2019-5,2
2019-6,2
2019-7,0
2019-8,0
2019-9,0
2019-10,2
2019-11,16
2019-12,0
2020-1,2
2020-2,4
2020-3,0
2020-4,2
2020-5,0
2020-6,0
2020-7,0
2020-8,0
2020-9,0
2020-10,0
2020-11,5
2020-12,8
2021-1,3
2021-2,0
2021-3,2
2021-4,2
2021-5,0
2021-6,2
2021-7,1
2021-8,0
2021-9,0
2021-10,6
2021-11,13
2021-12,5
2022-1,2
2022-2,2
2022-3,4
2022-4,0
2022-5,8
2022-6,0
2022-7,0
2022-8,0
2022-9,0
2022-10,0
2022-11,0
2022-12,0
2012-1,0
2012-2,0
2012-3,0
2012-4,0
2012-5,0
2012-6,0
2012-7,0
2012-8,0
2012-9,0
2012-10,0
2012-11,0
2012-12,0
2014-1,0
2014-2,0
2014-3,0
2014-4,0
2014-5,0
2014-6,0
2014-7,0
2014-8,0
2014-9,0
2014-10,0
2014-11,0
2014-12,0
2016-1,0
2016-2,0
2016-3,0
2016-4,0
2016-5,0
2016-6,0
2016-7,0
2016-8,0
2016-9,0
2016-10,0
2016-11,0
2016-12,5
2017-1,1
2017-2,0
2017-3,0
2017-4,0
2017-5,0
2017-6,5
2017-7,0
2017-8,0
2017-9,0
2017-10,0
2017-11,0
2017-12,0
2018-1,0
2018-2,0
2018-3,0
2018-4,0
2018-5,0
2018-6,0
2018-7,0
2018-8,0
2018-9,0
2018-10,0
2018-11,1
2018-12,0
2019-1,0
2019-2,2
2019-3,0
2019-4,0
2019-5,0
2019-6,0
2019-7,0
2019-8,0
2019-9,0
2019-10,0
2019-11,9
2019-12,2
2020-1,0
2020-2,4
2020-3,0
2020-4,2
2020-5,0
2020-6,0
2020-7,0
2020-8,0
2020-9,0
2020-10,0
2020-11,2
2020-12,3
2021-1,0
2021-2,0
2021-3,0
2021-4,0
2021-5,0
2021-6,0
2021-7,1
2021-8,0
2021-9,0
2021-10,1
2021-11,8
2021-12,2
2022-1,2
2022-2,2
2022-3,2
2022-4,0
2022-5,8
2022-6,0
2022-7,0
2022-8,0
2022-9,0
2022-10,0
2022-11,0
2022-12,0
2013-1,0
2013-2,0
2013-3,0
2013-4,0
2013-5,0
2013-6,0
2013-7,0
2013-8,0
2013-9,0
2013-10,0
2013-11,0
2013-12,0
2016-1,1
2016-2,0
2016-3,0
2016-4,0
2016-5,0
2016-6,0
2016-7,0
2016-8,0
2016-9,0
2016-10,0
2016-11,0
2016-12,0
2019-1,0
2019-2,0
2019-3,0
2019-4,0
2019-5,0
2019-6,0
2019-7,0
2019-8,0
2019-9,0
2019-10,0
2019-11,0
2019-12,1
2020-1,0
2020-2,0
2020-3,0
2020-4,0
2020-5,0
2020-6,0
2020-7,0
2020-8,0
2020-9,0
2020-10,0
2020-11,0
2020-12,3
2021-1,0
2021-2,0
2021-3,0
2021-4,0
2021-5,0
2021-6,0
2021-7,0
2021-8,0
2021-9,0
2021-10,0
2021-11,0
2021-12,1
2022-1,0
2022-2,0
2022-3,0
2022-4,0
2022-5,4
2022-6,0
2022-7,0
2022-8,0
2022-9,0
2022-10,0
2022-11,0
2022-12,0
2012-1,0
2012-2,0
2012-3,0
2012-4,0
2012-5,0
2012-6,0
2012-7,0
2012-8,0
2012-9,0
2012-10,0
2012-11,0
2012-12,0
2013-1,0
2013-2,0
2013-3,0
2013-4,0
2013-5,0
2013-6,0
2013-7,0
2013-8,0
2013-9,0
2013-10,0
2013-11,0
2013-12,0
2014-1,0
2014-2,0
2014-3,0
2014-4,0
2014-5,0
2014-6,0
2014-7,0
2014-8,0
2014-9,0
2014-10,0
2014-11,0
2014-12,0
2015-1,0
2015-2,0
2015-3,0
2015-4,0
2015-5,0
2015-6,0
2015-7,0
2015-8,4
2015-9,5
2015-10,9
2015-11,22
2015-12,48
2016-1,12
2016-2,1
2016-3,9
2016-4,0
2016-5,14
2016-6,0
2016-7,0
2016-8,11
2016-9,5
2016-10,19
2016-11,59
2016-12,18
2017-1,3
2017-2,0
2017-3,12
2017-4,0
2017-5,5
2017-6,10
2017-7,0
2017-8,5
2017-9,15
2017-10,23
2017-11,55
2017-12,24
2018-1,0
2018-2,0
2018-3,9
2018-4,2
2018-5,0
2018-6,1
2018-7,6
2018-8,3
2018-9,2
2018-10,102
2018-11,193
2018-12,34
2019-1,3
2019-2,5
2019-3,8
2019-4,12
2019-5,5
2019-6,1
2019-7,10
2019-8,6
2019-9,8
2019-10,79
2019-11,156
2019-12,50
2020-1,9
2020-2,15
2020-3,9
2020-4,11
2020-5,2
2020-6,1
2020-7,7
2020-8,12
2020-9,68
2020-10,98
2020-11,155
2020-12,217
2021-1,25
2021-2,1
2021-3,7
2021-4,2
2021-5,16
2021-6,13
2021-7,10
2021-8,12
2021-9,118
2021-10,138
2021-11,192
2021-12,180
2022-1,54
2022-2,9
2022-3,1
2022-4,4
2022-5,5
2022-6,0
2022-7,10
2022-8,17
2022-9,0
2022-10,0
2022-11,0
2022-12,0
2012-1,0
2012-2,0
2012-3,0
2012-4,0
2012-5,0
2012-6,0
2012-7,0
2012-8,0
2012-9,0
2012-10,0
2012-11,0
2012-12,0
2013-1,0
2013-2,0
2013-3,0
2013-4,0
2013-5,0
2013-6,0
2013-7,0
2013-8,0
2013-9,0
2013-10,0
2013-11,0
2013-12,0
2014-1,0
2014-2,0
2014-3,0
2014-4,0
2014-5,0
2014-6,0
2014-7,0
2014-8,0
2014-9,0
2014-10,0
2014-11,0
2014-12,0
2015-1,0
2015-2,0
2015-3,0
2015-4,0
2015-5,0
2015-6,0
2015-7,0
2015-8,0
2015-9,5
2015-10,8
2015-11,6
2015-12,36
2016-1,4
2016-2,2
2016-3,5
2016-4,0
2016-5,0
2016-6,0
2016-7,0
2016-8,8
2016-9,5
2016-10,8
2016-11,35
2016-12,20
2017-1,3
2017-2,1
2017-3,10
2017-4,0
2017-5,0
2017-6,6
2017-7,5
2017-8,0
2017-9,11
2017-10,24
2017-11,98
2017-12,10
2018-1,0
2018-2,0
2018-3,0
2018-4,2
2018-5,0
2018-6,0
2018-7,6
2018-8,0
2018-9,5
2018-10,64
2018-11,109
2018-12,17
2019-1,6
2019-2,5
2019-3,0
2019-4,4
2019-5,1
2019-6,2
2019-7,1
2019-8,4
2019-9,10
2019-10,76
2019-11,112
2019-12,18
2020-1,2
2020-2,13
2020-3,4
2020-4,0
2020-5,0
2020-6,11
2020-7,1
2020-8,0
2020-9,62
2020-10,29
2020-11,75
2020-12,77
2021-1,11
2021-2,3
2021-3,9
2021-4,1
2021-5,9
2021-6,10
2021-7,4
2021-8,13
2021-9,32
2021-10,47
2021-11,207
2021-12,121
2022-1,19
2022-2,2
2022-3,21
2022-4,23
2022-5,7
2022-6,6
2022-7,0
2022-8,4
2022-9,0
2022-10,0
2022-11,0
2022-12,0
2012-1,0
2012-2,0
2012-3,0
2012-4,0
2012-5,0
2012-6,0
2012-7,0
2012-8,0
2012-9,0
2012-10,0
2012-11,0
2012-12,0
2013-1,0
2013-2,0
2013-3,0
2013-4,0
2013-5,0
2013-6,0
2013-7,0
2013-8,0
2013-9,0
2013-10,0
2013-11,0
2013-12,0
2014-1,0
2014-2,0
2014-3,0
2014-4,0
2014-5,0
2014-6,0
2014-7,0
2014-8,0
2014-9,0
2014-10,0
2014-11,0
2014-12,0
2015-1,0
2015-2,0
2015-3,0
2015-4,2
2015-5,0
2015-6,0
2015-7,0
2015-8,0
2015-9,1
2015-10,2
2015-11,3
2015-12,11
2016-1,3
2016-2,2
2016-3,3
2016-4,1
2016-5,0
2016-6,0
2016-7,1
2016-8,0
2016-9,0
2016-10,1
2016-11,44
2016-12,5
2017-1,1
2017-2,2
2017-3,0
2017-4,0
2017-5,5
2017-6,0
2017-7,0
2017-8,0
2017-9,2
2017-10,15
2017-11,23
2017-12,13
2018-1,1
2018-2,1
2018-3,5
2018-4,6
2018-5,0
2018-6,0
2018-7,0
2018-8,0
2018-9,2
2018-10,12
2018-11,52
2018-12,18
2019-1,7
2019-2,2
2019-3,2
2019-4,2
2019-5,2
2019-6,0
2019-7,0
2019-8,1
2019-9,2
2019-10,37
2019-11,114
2019-12,31
2020-1,2
2020-2,0
2020-3,7
2020-4,0
2020-5,0
2020-6,0
2020-7,0
2020-8,0
2020-9,0
2020-10,0
2020-11,0
2020-12,0
2021-1,0
2021-2,0
2021-3,3
2021-4,0
2021-5,2
2021-6,2
2021-7,1
2021-8,11
2021-9,24
2021-10,43
2021-11,118
2021-12,92
2022-1,8
2022-2,2
2022-3,0
2022-4,3
2022-5,2
2022-6,1
2022-7,0
2022-8,20
2022-9,0
2022-10,0
2022-11,0
2022-12,0
2012-1,0
2012-2,0
2012-3,0
2012-4,0
2012-5,0
2012-6,0
2012-7,0
2012-8,0
2012-9,0
2012-10,0
2012-11,0
2012-12,0
2013-1,0
2013-2,0
2013-3,0
2013-4,0
2013-5,0
2013-6,0
2013-7,0
2013-8,0
2013-9,0
2013-10,0
2013-11,0
2013-12,0
2014-1,0
2014-2,0
2014-3,0
2014-4,0
2014-5,0
2014-6,0
2014-7,0
2014-8,0
2014-9,0
2014-10,0
2014-11,0
2014-12,0
2015-1,0
2015-2,0
2015-3,0
2015-4,2
2015-5,0
2015-6,0
2015-7,0
2015-8,0
2015-9,2
2015-10,1
2015-11,5
2015-12,6
2016-1,5
2016-2,2
2016-3,1
2016-4,6
2016-5,0
2016-6,0
2016-7,1
2016-8,0
2016-9,0
2016-10,0
2016-11,20
2016-12,14
2017-1,1
2017-2,3
2017-3,6
2017-4,0
2017-5,3
2017-6,0
2017-7,0
2017-8,0
2017-9,1
2017-10,4
2017-11,17
2017-12,10
2018-1,0
2018-2,2
2018-3,0
2018-4,1
2018-5,0
2018-6,0
2018-7,0
2018-8,0
2018-9,1
2018-10,3
2018-11,44
2018-12,19
2019-1,4
2019-2,2
2019-3,0
2019-4,0
2019-5,1
2019-6,0
2019-7,0
2019-8,1
2019-9,0
2019-10,18
2019-11,29
2019-12,4
2020-1,1
2020-2,1
2020-3,10
2020-4,1
2020-5,1
2020-6,0
2020-7,11
2020-8,2
2020-9,4
2020-10,14
2020-11,34
2020-12,57
2021-1,5
2021-2,1
2021-3,2
2021-4,1
2021-5,3
2021-6,2
2021-7,2
2021-8,24
2021-9,26
2021-10,12
2021-11,69
2021-12,47
2022-1,4
2022-2,3
2022-3,1
2022-4,0
2022-5,12
2022-6,1
2022-7,1
2022-8,12
2022-9,0
2022-10,0
2022-11,0
2022-12,0
2012-1,0
2012-2,0
2012-3,0
2012-4,0
2012-5,0
2012-6,0
2012-7,0
2012-8,0
2012-9,0
2012-10,0
2012-11,0
2012-12,0
2013-1,0
2013-2,0
2013-3,0
2013-4,0
2013-5,0
2013-6,0
2013-7,0
2013-8,0
2013-9,0
2013-10,0
2013-11,0
2013-12,0
2014-1,0
2014-2,0
2014-3,0
2014-4,0
2014-5,0
2014-6,0
2014-7,0
2014-8,0
2014-9,0
2014-10,0
2014-11,0
2014-12,0
2015-1,0
2015-2,0
2015-3,0
2015-4,0
2015-5,0
2015-6,0
2015-7,0
2015-8,0
2015-9,2
2015-10,0
2015-11,0
2015-12,2
2016-1,0
2016-2,0
2016-3,0
2016-4,0
2016-5,1
2016-6,0
2016-7,0
2016-8,0
2016-9,0
2016-10,0
2016-11,0
2016-12,6
2017-1,0
2017-2,2
2017-3,0
2017-4,1
2017-5,1
2017-6,0
2017-7,0
2017-8,0
2017-9,0
2017-10,1
2017-11,2
2017-12,2
2018-1,0
2018-2,0
2018-3,1
2018-4,0
2018-5,0
2018-6,0
2018-7,0
2018-8,0
2018-9,0
2018-10,2
2018-11,9
2018-12,0
2019-1,0
2019-2,2
2019-3,0
2019-4,0
2019-5,0
2019-6,1
2019-7,3
2019-8,1
2019-9,0
2019-10,22
2019-11,5
2019-12,3
2020-1,1
2020-2,0
2020-3,0
2020-4,0
2020-5,0
2020-6,0
2020-7,1
2020-8,1
2020-9,2
2020-10,0
2020-11,17
2020-12,6
2021-1,1
2021-2,0
2021-3,0
2021-4,0
2021-5,2
2021-6,0
2021-7,0
2021-8,1
2021-9,3
2021-10,5
2021-11,12
2021-12,7
2022-1,8
2022-2,0
2022-3,4
2022-4,2
2022-5,0
2022-6,1
2022-7,0
2022-8,0
2022-9,0
2022-10,0
2022-11,0
2022-12,0
2012-1,0
2012-2,0
2012-3,0
2012-4,0
2012-5,0
2012-6,0
2012-7,0
2012-8,0
2012-9,0
2012-10,0
2012-11,0
2012-12,0
2013-1,0
2013-2,0
2013-3,0
2013-4,0
2013-5,0
2013-6,0
2013-7,0
2013-8,0
2013-9,0
2013-10,0
2013-11,0
2013-12,0
2014-1,0
2014-2,0
2014-3,0
2014-4,0
2014-5,0
2014-6,0
2014-7,0
2014-8,0
2014-9,0
2014-10,0
2014-11,0
2014-12,0
2015-1,0
2015-2,0
2015-3,0
2015-4,0
2015-5,0
2015-6,0
2015-7,0
2015-8,0
2015-9,2
2015-10,0
2015-11,0
2015-12,0
2019-1,0
2019-2,0
2019-3,0
2019-4,0
2019-5,0
2019-6,0
2019-7,0
2019-8,0
2019-9,0
2019-10,2
2019-11,0
2019-12,0
2020-1,0
2020-2,0
2020-3,0
2020-4,0
2020-5,0
2020-6,0
2020-7,0
2020-8,0
2020-9,0
2020-10,0
2020-11,2
2020-12,0
2021-1,0
2021-2,0
2021-3,0
2021-4,1
2021-5,0
2021-6,0
2021-7,0
2021-8,0
2021-9,0
2021-10,0
2021-11,4
2021-12,1
2022-1,0
2022-2,0
2022-3,1
2022-4,0
2022-5,0
2022-6,0
2022-7,0
2022-8,0
2022-9,0
2022-10,0
2022-11,0
2022-12,0
2012-1,0
2012-2,0
2012-3,0
2012-4,0
2012-5,0
2012-6,0
2012-7,0
2012-8,0
2012-9,0
2012-10,0
2012-11,0
2012-12,0
2013-1,0
2013-2,0
2013-3,0
2013-4,0
2013-5,0
2013-6,0
2013-7,0
2013-8,0
2013-9,0
2013-10,0
2013-11,0
2013-12,0
2015-1,0
2015-2,0
2015-3,0
2015-4,0
2015-5,0
2015-6,0
2015-7,0
2015-8,0
2015-9,0
2015-10,1
2015-11,1
2015-12,1
2016-1,1
2016-2,1
2016-3,0
2016-4,0
2016-5,1
2016-6,0
2016-7,0
2016-8,0
2016-9,0
2016-10,1
2016-11,1
2016-12,5
2017-1,3
2017-2,1
2017-3,1
2017-4,2
2017-5,1
2017-6,1
2017-7,0
2017-8,2
2017-9,2
2017-10,0
2017-11,24
2017-12,6
2018-1,0
2018-2,0
2018-3,0
2018-4,2
2018-5,0
2018-6,0
2018-7,0
2018-8,0
2018-9,0
2018-10,5
2018-11,16
2018-12,8
2019-1,3
2019-2,1
2019-3,1
2019-4,3
2019-5,0
2019-6,0
2019-7,0
2019-8,1
2019-9,1
2019-10,6
2019-11,28
2019-12,17
2020-1,1
2020-2,0
2020-3,5
2020-4,1
2020-5,0
2020-6,1
2020-7,1
2020-8,3
2020-9,1
2020-10,1
2020-11,9
2020-12,19
2021-1,4
2021-2,2
2021-3,1
2021-4,1
2021-5,1
2021-6,0
2021-7,3
2021-8,1
2021-9,0
2021-10,7
2021-11,42
2021-12,37
2022-1,0
2022-2,1
2022-3,0
2022-4,2
2022-5,0
2022-6,1
2022-7,1
2022-8,0
2022-9,0
2022-10,0
2022-11,0
2022-12,0
2012-1,0
2012-2,0
2012-3,0
2012-4,0
2012-5,0
2012-6,0
2012-7,0
2012-8,0
2012-9,0
2012-10,0
2012-11,0
2012-12,0
2014-1,0
2014-2,0
2014-3,0
2014-4,0
2014-5,0
2014-6,0
2014-7,0
2014-8,0
2014-9,0
2014-10,0
2014-11,0
2014-12,0
2020-1,0
2020-2,0
2020-3,0
2020-4,0
2020-5,0
2020-6,0
2020-7,0
2020-8,0
2020-9,0
2020-10,0
2020-11,1
2020-12,0
2013-1,0
2013-2,0
2013-3,0
2013-4,0
2013-5,0
2013-6,0
2013-7,0
2013-8,0
2013-9,0
2013-10,0
2013-11,0
2013-12,0
2019-1,0
2019-2,1
2019-3,0
2019-4,0
2019-5,0
2019-6,0
2019-7,0
2019-8,0
2019-9,0
2019-10,0
2019-11,0
2019-12,2
2021-1,0
2021-2,0
2021-3,0
2021-4,0
2021-5,0
2021-6,0
2021-7,0
2021-8,0
2021-9,0
2021-10,1
2021-11,0
2021-12,0
2013-1,0
2013-2,0
2013-3,0
2013-4,0
2013-5,0
2013-6,0
2013-7,0
2013-8,0
2013-9,0
2013-10,0
2013-11,0
2013-12,0
2014-1,0
2014-2,0
2014-3,0
2014-4,0
2014-5,0
2014-6,0
2014-7,0
2014-8,0
2014-9,0
2014-10,0
2014-11,0
2014-12,0
2016-1,0
2016-2,0
2016-3,0
2016-4,0
2016-5,0
2016-6,0
2016-7,0
2016-8,0
2016-9,0
2016-10,0
2016-11,0
2016-12,0
2019-1,0
2019-2,0
2019-3,0
2019-4,0
2019-5,0
2019-6,0
2019-7,1
2019-8,0
2019-9,0
2019-10,0
2019-11,0
2019-12,0
2021-1,0
2021-2,0
2021-3,0
2021-4,0
2021-5,0
2021-6,0
2021-7,0
2021-8,0
2021-9,0
2021-10,0
2021-11,1
2021-12,0
2022-1,0
2022-2,1
2022-3,1
2022-4,0
2022-5,0
2022-6,0
2022-7,0
2022-8,0
2022-9,0
2022-10,0
2022-11,0
2022-12,0
2012-1,0
2012-2,0
2012-3,0
2012-4,0
2012-5,0
2012-6,0
2012-7,0
2012-8,0
2012-9,0
2012-10,0
2012-11,0
2012-12,0
2014-1,0
2014-2,0
2014-3,0
2014-4,0
2014-5,0
2014-6,0
2014-7,0
2014-8,0
2014-9,0
2014-10,0
2014-11,0
2014-12,0
2012-1,0
2012-2,0
2012-3,0
2012-4,0
2012-5,0
2012-6,0
2012-7,0
2012-8,0
2012-9,0
2012-10,0
2012-11,0
2012-12,0
2014-1,0
2014-2,0
2014-3,0
2014-4,0
2014-5,0
2014-6,0
2014-7,0
2014-8,0
2014-9,0
2014-10,0
2014-11,0
2014-12,0
2017-1,0
2017-2,0
2017-3,0
2017-4,0
2017-5,0
2017-6,0
2017-7,0
2017-8,0
2017-9,0
2017-10,0
2017-11,2
2017-12,0
2018-1,0
2018-2,0
2018-3,0
2018-4,0
2018-5,0
2018-6,0
2018-7,0
2018-8,0
2018-9,0
2018-10,0
2018-11,0
2018-12,2
2019-1,0
2019-2,0
2019-3,0
2019-4,0
2019-5,0
2019-6,0
2019-7,0
2019-8,0
2019-9,1
2019-10,0
2019-11,0
2019-12,0
2020-1,0
2020-2,0
2020-3,0
2020-4,3
2020-5,0
2020-6,0
2020-7,0
2020-8,0
2020-9,0
2020-10,1
2020-11,1
2020-12,4
2021-1,0
2021-2,0
2021-3,2
2021-4,0
2021-5,0
2021-6,0
2021-7,0
2021-8,0
2021-9,0
2021-10,0
2021-11,10
2021-12,6
2022-1,0
2022-2,0
2022-3,0
2022-4,1
2022-5,4
2022-6,0
2022-7,0
2022-8,0
2022-9,0
2022-10,0
2022-11,0
2022-12,0
2012-1,0
2012-2,0
2012-3,0
2012-4,0
2012-5,0
2012-6,0
2012-7,0
2012-8,0
2012-9,0
2012-10,0
2012-11,0
2012-12,0
2013-1,0
2013-2,0
2013-3,0
2013-4,0
2013-5,0
2013-6,0
2013-7,0
2013-8,0
2013-9,0
2013-10,0
2013-11,0
2013-12,0
2014-1,0
2014-2,0
2014-3,0
2014-4,0
2014-5,0
2014-6,0
2014-7,0
2014-8,0
2014-9,0
2014-10,0
2014-11,0
2014-12,0
2016-1,0
2016-2,0
2016-3,0
2016-4,0
2016-5,0
2016-6,0
2016-7,0
2016-8,0
2016-9,0
2016-10,0
2016-11,0
2016-12,2
2018-1,0
2018-2,0
2018-3,0
2018-4,0
2018-5,0
2018-6,0
2018-7,0
2018-8,0
2018-9,0
2018-10,4
2018-11,27
2018-12,2
2019-1,0
2019-2,0
2019-3,0
2019-4,0
2019-5,0
2019-6,0
2019-7,0
2019-8,0
2019-9,0
2019-10,14
2019-11,16
2019-12,1
2020-1,0
2020-2,0
2020-3,0
2020-4,0
2020-5,0
2020-6,0
2020-7,0
2020-8,0
2020-9,0
2020-10,2
2020-11,0
2020-12,39
2021-1,0
2021-2,0
2021-3,2
2021-4,4
2021-5,0
2021-6,0
2021-7,0
2021-8,2
2021-9,0
2021-10,0
2021-11,16
2021-12,7
2022-1,0
2022-2,0
2022-3,0
2022-4,3
2022-5,8
2022-6,0
2022-7,0
2022-8,0
2022-9,0
2022-10,0
2022-11,0
2022-12,0
2012-1,0
2012-2,0
2012-3,0
2012-4,0
2012-5,0
2012-6,0
2012-7,0
2012-8,0
2012-9,0
2012-10,0
2012-11,0
2012-12,0
2014-1,0
2014-2,0
2014-3,0
2014-4,0
2014-5,0
2014-6,0
2014-7,0
2014-8,0
2014-9,0
2014-10,0
2014-11,0
2014-12,0
2017-1,0
2017-2,0
2017-3,0
2017-4,0
2017-5,0
2017-6,0
2017-7,0
2017-8,0
2017-9,0
2017-10,0
2017-11,2
2017-12,0
2018-1,0
2018-2,0
2018-3,0
2018-4,0
2018-5,0
2018-6,0
2018-7,0
2018-8,0
2018-9,0
2018-10,0
2018-11,0
2018-12,2
2019-1,0
2019-2,0
2019-3,0
2019-4,0
2019-5,0
2019-6,0
2019-7,0
2019-8,0
2019-9,1
2019-10,0
2019-11,1
2019-12,0
2020-1,0
2020-2,0
2020-3,0
2020-4,5
2020-5,0
2020-6,0
2020-7,0
2020-8,0
2020-9,0
2020-10,1
2020-11,1
2020-12,4
2021-1,0
2021-2,0
2021-3,2
2021-4,0
2021-5,0
2021-6,0
2021-7,0
2021-8,0
2021-9,0
2021-10,0
2021-11,12
2021-12,7
2022-1,0
2022-2,0
2022-3,0
2022-4,1
2022-5,4
2022-6,0
2022-7,0
2022-8,0
2022-9,0
2022-10,0
2022-11,0
2022-12,0
2012-1,0
2012-2,0
2012-3,0
2012-4,0
2012-5,0
2012-6,0
2012-7,0
2012-8,0
2012-9,0
2012-10,0
2012-11,0
2012-12,0
2014-1,0
2014-2,0
2014-3,0
2014-4,0
2014-5,0
2014-6,0
2014-7,0
2014-8,0
2014-9,0
2014-10,0
2014-11,0
2014-12,0
2022-1,0
2022-2,0
2022-3,0
2022-4,0
2022-5,4
2022-6,0
2022-7,0
2022-8,0
2022-9,0
2022-10,0
2022-11,0
2022-12,0
2012-1,0
2012-2,0
2012-3,0
2012-4,0
2012-5,0
2012-6,0
2012-7,0
2012-8,0
2012-9,0
2012-10,0
2012-11,0
2012-12,0
2014-1,0
2014-2,0
2014-3,0
2014-4,0
2014-5,0
2014-6,0
2014-7,0
2014-8,0
2014-9,0
2014-10,0
2014-11,0
2014-12,0
2020-1,0
2020-2,0
2020-3,0
2020-4,0
2020-5,0
2020-6,0
2020-7,0
2020-8,0
2020-9,0
2020-10,0
2020-11,10
2020-12,0
2021-1,1
2021-2,0
2021-3,0
2021-4,0
2021-5,0
2021-6,0
2021-7,0
2021-8,0
2021-9,0
2021-10,3
2021-11,0
2021-12,0
2012-1,0
2012-2,0
2012-3,0
2012-4,0
2012-5,0
2012-6,0
2012-7,0
2012-8,0
2012-9,0
2012-10,0
2012-11,0
2012-12,0
2014-1,0
2014-2,0
2014-3,0
2014-4,0
2014-5,0
2014-6,0
2014-7,0
2014-8,0
2014-9,0
2014-10,0
2014-11,0
2014-12,0
2016-1,0
2016-2,0
2016-3,0
2016-4,0
2016-5,0
2016-6,0
2016-7,0
2016-8,0
2016-9,0
2016-10,3
2016-11,0
2016-12,0
2020-1,0
2020-2,0
2020-3,0
2020-4,0
2020-5,0
2020-6,0
2020-7,0
2020-8,0
2020-9,0
2020-10,0
2020-11,2
2020-12,0
2022-1,0
2022-2,1
2022-3,1
2022-4,0
2022-5,0
2022-6,0
2022-7,0
2022-8,0
2022-9,0
2022-10,0
2022-11,0
2022-12,0
2012-1,0
2012-2,0
2012-3,0
2012-4,0
2012-5,0
2012-6,0
2012-7,0
2012-8,0
2012-9,0
2012-10,0
2012-11,0
2012-12,0
2013-1,0
2013-2,0
2013-3,0
2013-4,0
2013-5,0
2013-6,0
2013-7,0
2013-8,0
2013-9,0
2013-10,0
2013-11,0
2013-12,0
2014-1,0
2014-2,0
2014-3,0
2014-4,0
2014-5,0
2014-6,0
2014-7,0
2014-8,0
2014-9,0
2014-10,0
2014-11,0
2014-12,0
2015-1,0
2015-2,0
2015-3,0
2015-4,0
2015-5,0
2015-6,0
2015-7,0
2015-8,0
2015-9,0
2015-10,0
2015-11,0
2015-12,0
2016-1,0
2016-2,0
2016-3,0
2016-4,0
2016-5,0
2016-6,0
2016-7,2
2016-8,0
2016-9,0
2016-10,6
2016-11,0
2016-12,0
2017-1,0
2017-2,0
2017-3,0
2017-4,0
2017-5,0
2017-6,0
2017-7,0
2017-8,0
2017-9,0
2017-10,0
2017-11,0
2017-12,1
2017-1,0
2017-2,0
2017-3,0
2017-4,0
2017-5,1
2017-6,0
2017-7,1
2017-8,0
2017-9,0
2017-10,0
2017-11,2
2017-12,1
2018-1,0
2018-2,0
2018-3,0
2018-4,0
2018-5,0
2018-6,0
2018-7,0
2018-8,0
2018-9,0
2018-10,3
2018-11,6
2018-12,0
2019-1,0
2019-2,0
2019-3,0
2019-4,0
2019-5,1
2019-6,0
2019-7,0
2019-8,2
2019-9,1
2019-10,2
2019-11,10
2019-12,0
2020-1,0
2020-2,0
2020-3,0
2020-4,1
2020-5,0
2020-6,0
2020-7,1
2020-8,0
2020-9,1
2020-10,2
2020-11,13
2020-12,5
2021-1,2
2021-2,0
2021-3,2
2021-4,3
2021-5,1
2021-6,1
2021-7,0
2021-8,3
2021-9,0
2021-10,1
2021-11,1
2021-12,0
2022-1,0
2022-2,2
2022-3,1
2022-4,0
2022-5,0
2022-6,0
2022-7,0
2022-8,1
2022-9,0
2022-10,0
2022-11,0
2022-12,0
2012-1,0
2012-2,0
2012-3,0
2012-4,0
2012-5,0
2012-6,0
2012-7,0
2012-8,0
2012-9,0
2012-10,0
2012-11,0
2012-12,0
2014-1,0
2014-2,0
2014-3,0
2014-4,0
2014-5,0
2014-6,0
2014-7,0
2014-8,0
2014-9,0
2014-10,0
2014-11,0
2014-12,0
2019-1,0
2019-2,0
2019-3,0
2019-4,0
2019-5,0
2019-6,0
2019-7,2
2019-8,0
2019-9,0
2019-10,0
2019-11,0
2019-12,0
2020-1,0
2020-2,0
2020-3,0
2020-4,0
2020-5,0
2020-6,0
2020-7,0
2020-8,0
2020-9,2
2020-10,0
2020-11,10
2020-12,0
2021-1,2
2021-2,0
2021-3,0
2021-4,0
2021-5,0
2021-6,0
2021-7,0
2021-8,0
2021-9,0
2021-10,0
2021-11,2
2021-12,0
2022-1,0
2022-2,2
2022-3,2
2022-4,0
2022-5,0
2022-6,0
2022-7,0
2022-8,0
2022-9,0
2022-10,0
2022-11,0
2022-12,0
2013-1,0
2013-2,0
2013-3,0
2013-4,0
2013-5,0
2013-6,0
2013-7,0
2013-8,0
2013-9,0
2013-10,0
2013-11,0
2013-12,0
2012-1,0
2012-2,0
2012-3,0
2012-4,0
2012-5,0
2012-6,0
2012-7,0
2012-8,0
2012-9,0
2012-10,0
2012-11,0
2012-12,0
2013-1,0
2013-2,0
2013-3,0
2013-4,0
2013-5,0
2013-6,0
2013-7,0
2013-8,0
2013-9,0
2013-10,0
2013-11,0
